name,course_id,disciplineId,type,under_development,syllabus_link,course_link
Unsaturated Soil Mechanics,105103139,105,Web,false,syllabus/syllabus.php?subjectId=105103139,
Urban transportation planning,105106058,105,Video,false,,/courses/105106058/
Urban transportation planning,105107067,105,Web,false,syllabus/syllabus.php?subjectId=105107067,
Wastewater management,105105048,105,Web,false,,/courses/105105048
Water and Waste Water Engineering,index.htm,105,Web,false,,courses/Webcourse-contents/IIT-KANPUR/wasteWater/index.htm
Water and Waste Water Engineering,105106119,105,Video,false,,video.php?subjectId=105106119
Water Resources Engineering,105104103,105,Video,false,,video.php?subjectId=105104103
Water Resources Engineering,New_index1.html,105,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Water Resource Engg/New_index1.html
Water Resources Systems : Modeling Techniques and Analysis,105108130,105,Video,false,,/courses/105108130/
Water Resources Systems Planning and Management,105108081,105,Web,false,,/courses/105108081
Watershed Management,105101010,105,Video,false,,/courses/105101010/
Watershed Management,105107068,105,Web,false,syllabus/syllabus.php?subjectId=105107068,
Advanced Computer Graphics,106101001,106,Video,false,syllabus/syllabus.php?subjectId=106101001,
Artificial Intelligence,106105077,106,Video,false,,video.php?subjectId=106105077
Artificial Intelligence,New_index1.html,106,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Artificial intelligence/New_index1.html
Artificial Intelligence(Prof.P.Dasgupta),106105079,106,Video,false,,video.php?subjectId=106105079
Bioinformatics,106104018,106,Web,false,syllabus/syllabus.php?subjectId=106104018,
Biometrics,,106,Video,false,,
CAD for VLSI Design I,index.php,106,Web,false,,courses/IIT-MADRAS/CAD_for_VLSI_Design_I/index.php
CAD for VLSI Design II,index.php,106,Web,false,,courses/IIT-MADRAS/CAD_for_VLSI_Design_II/index.php
Combinatorics,106108051,106,Video,false,syllabus/syllabus.php?subjectId=106108051,
Compiler Design,About-Faculty.html,106,Web,false,,courses/Webcourse-contents/IIT-KANPUR/compiler-desing/ui/About-Faculty.html
Compiler Design,106108052,106,Video,false,,/courses/106108052/
Computational Geometry,,106,Video,false,,
Computational Number Theory & Cryptography,106103015,106,Web,false,,/courses/106103015
Computer Algorithms - 2,106104019,106,Video,false,,/courses/106104019/
Computer Architecture,106102062,106,Video,false,,video.php?subjectId=106102062
Computer Graphics,csmain.htm,106,Web,false,,courses/Webcourse-contents/IIT-Delhi/Computer Graphics/csmain.htm
Computer Graphics,106106090,106,Video,false,,video.php?subjectId=106106090
Computer Networks,New_index1.html,106,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Computer networks/New_index1.html
Computer Networks,106105081,106,Video,false,,video.php?subjectId=106105081
Computer Networks,index.php,106,Web,false,,courses/IIT-MADRAS/Computer_Networks/index.php
Computer Organisation and Architecture,page1.htm,106,Web,false,,courses/Webcourse-contents/IIT-KANPUR/CompArchitecture/page1.htm
Computer Organization,106106092,106,Video,false,,video.php?subjectId=106106092
Computer Organization and Architecture,index.htm,106,Web,false,,courses/Webcourse-contents/IIT- Guwahati/comp_org_arc/web/index.htm
Computer Security and Cryptography - I,106101004,106,Video,false,syllabus/syllabus.php?subjectId=106101004,
Cryptography and Network Security,106105031,106,Video,false,,/courses/106105031/
Data Communication,106105082,106,Video,false,,video.php?subjectId=106105082
Data Communications,Learning Material - DataCommunication.pdf,106,Web,false,,courses/Webcourse-contents/IISc-BANG/Data Communication/Learning Material - DataCommunication.pdf
Data Structures And Algorithms,106102064,106,Video,false,,video.php?subjectId=106102064
Data Structures and Program Methodology,frameset.htm,106,Web,false,,courses/Webcourse-contents/IIT- Guwahati/data_str_algo/frameset.htm
Database Design,106106093,106,Video,false,,video.php?subjectId=106106093
Design and Analysis of Algorithms,Course%20Objectives.html'),106,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Computer%20Science/Design%20and%20Analysis%20of%20Algorithms/Course%20Objectives.html')
Design and Analysis of Algorithms,106101060,106,Video,false,,/courses/106101060/
Design Verification and Test of Digital VLSI Circuits,106103116,106,Video,false,,/courses/106103116/
Digital Image Processing,106105032,106,Web,false,,/courses/106105032
Digital Systems,Digital Systems.pdf,106,Web,false,,courses/Webcourse-contents/IISc-BANG/Digital Systems/Digital Systems.pdf
Discrete Mathematical Structures,106106094,106,Video,false,,video.php?subjectId=106106094
Distributed Computing Systems,106106107,106,Web,false,syllabus/syllabus.php?subjectId=106106107,
Electronic Design Automation,106105083,106,Video,false,,video.php?subjectId=106105083
Game Theory,106108053,106,Video,false,syllabus/syllabus.php?subjectId=106108053,
Graph Theory,106108054,106,Video,false,,/courses/106108054/
Grid Computing,106106040,106,Web,false,syllabus/syllabus.php?subjectId=106106040,
High Performance Computer Architecture,106105033,106,Video,false,,/courses/106105033/
High Performance Computing,106108055,106,Video,false,,/courses/106108055/
Human-Computer Interaction,106103115,106,Web,false,,/courses/106103115
Indexing and Searching Techniques in Databases,106104021,106,Web,false,,/courses/106104021
Internet Technology,106105084,106,Video,false,,video.php?subjectId=106105084
Introduction to Cognitive Science,106104022,106,Video,false,syllabus/syllabus.php?subjectId=106104022,
Introduction to Computer Graphics,106102065,106,Video,false,,video.php?subjectId=106102065
Introduction to Database Systems and Design,index.php,106,Web,false,,courses/IIT-MADRAS/Intro_to_Database_Systems_Design/index.php
Introduction To Optimization,106106108,106,Web,false,syllabus/syllabus.php?subjectId=106106108,
Introduction to Problem Solving and Programming,new-slides.pdf,106,Web,false,,courses/Webcourse-contents/IIT-Delhi/intro to CS/new-slides.pdf
Introduction to Problem Solving and Programming,106104074,106,Video,false,,video.php?subjectId=106104074
Introduction to Programming,106101006,106,Video,false,syllabus/syllabus.php?subjectId=106101006,
Logic for CS,,106,Video,false,,
Low Power VLSI Circuits & Systems,106105034,106,Video,false,,/courses/106105034/
Microprocessors and Microcontrollers,New_index1.html,106,Web,false,,courses/Webcourse-contents/IISc-BANG/Microprocessors and Microcontrollers/New_index1.html
Mobile Computing,106104023,106,Web,false,syllabus/syllabus.php?subjectId=106104023,
Natural Language Processing,106101007,106,Video,false,,/courses/106101007/
Numerical Optimization,106108056,106,Video,false,,/courses/106108056/
Object Computing,106106110,106,Web,false,syllabus/syllabus.php?subjectId=106106110,
Object Computing,106106111,106,Video,false,syllabus/syllabus.php?subjectId=106106111,
Operating System,106107050,106,Video,false,syllabus/syllabus.php?subjectId=106107050,
Operating Systems,New_index1.html,106,Web,false,,courses/Webcourse-contents/IISc-BANG/Operating Systems/New_index1.html
Parallel Algorithms,106106112,106,Video,false,syllabus/syllabus.php?subjectId=106106112,
Parallel Computer Architecture,106104024,106,Web,false,,/courses/106104024
Parallel Computing,,106,Video,true,,
Pattern Recognition,106106046,106,Video,false,syllabus/syllabus.php?subjectId=106106046,
Pattern Recognition,106106047,106,Web,false,syllabus/syllabus.php?subjectId=106106047,
Pattern Recognition,106108057,106,Web,false,,/courses/106108057
Performance Evaluation of Computer Systems,106106048,106,Video,false,,/courses/106106048/
Principles of Communication,index.php,106,Web,false,,courses/IIT-MADRAS/Principles_Of_Communication/index.php
Principles of Compiler Design,106108113,106,Video,false,syllabus/syllabus.php?subjectId=106108113,
Principles of Programming Languages,106102067,106,Video,false,,video.php?subjectId=106102067
Program Optimization for Multi-core Architectures,106104025,106,Web,false,,/courses/106104025
Programming and Data Structure,106105085,106,Video,false,,video.php?subjectId=106105085
Real Time Systems,106105036,106,Video,false,,/courses/106105036/
Real Time Systems,New_index1.html,106,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Real time system/New_index1.html
Riemann Hypothesis and its Applications,106104118,106,Video,false,syllabus/syllabus.php?subjectId=106104118,
Self-Stabilizing Distributed Algorithms,106103117,106,Web,false,syllabus/syllabus.php?subjectId=106103117,
Software Architecture and Design,106104027,106,Web,false,syllabus/syllabus.php?subjectId=106104027,
Software Engineering,106101061,106,Video,false,,/courses/106101061/
Software Engineering,New_index1.html,106,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Soft Engg/New_index1.html
Storage Systems,106108058,106,Video,false,syllabus/syllabus.php?subjectId=106108058,
System Analysis and Design,106108102,106,Video,false,,video.php?subjectId=106108102
System Analysis and Design,New_index1.html,106,Web,false,,courses/Webcourse-contents/IISc-BANG/System Analysis and Design/New_index1.html
Theory of Automata and Formal Languages,index.htm,106,Web,false,,courses/Webcourse-contents/IIT- Guwahati/afl/index.htm
Theory of Automata  Formal Languages and Computation,106106049,106,Video,false,,/courses/106106049/
Theory of Computation,106104028,106,Video,false,,/courses/106104028/
VLSI Design Verification and Test,106103016,106,Web,false,,/courses/106103016
Color in Design,109104075,107,Web,false,,/courses/109104075
Creative Engineering Design,107108010,107,Web,false,syllabus/syllabus.php?subjectId=107108010,
Design for Manufacture and Assembly(DFMA) for Industrial Design,107103012,107,Web,false,syllabus/syllabus.php?subjectId=107103012,
Design fundamentals,107103002,107,Web,false,,/courses/107103002
Design Paradigm: Source Of Innovation & Invention,107104076,107,Web,false,,/courses/107104076
Design Philosophy & History,107104078,107,Web,false,syllabus/syllabus.php?subjectId=107104078,
Ergonomics for beginners: Industrial design perspective,107103004,107,Video,false,,/courses/107103004/
Material Processes for Industrial Designers,,107,Video,true,,
Methodology for Design Research,107108011,107,Web,false,syllabus/syllabus.php?subjectId=107108011,
Principles of Engineering System Design,107106009,107,Video,false,syllabus/syllabus.php?subjectId=107106009,
Product Design - modeling and simulation,,107,Video,true,,
Traditional Indian Art,,107,Web,true,,
Visual Communication,107101001,107,Web,false,syllabus/syllabus.php?subjectId=107101001,
Advanced Control Systems,108103007,108,Video,false,,/courses/108103007/
Advanced Electric Drives,108104011,108,Video,false,,/courses/108104011/
Advanced Power Electronics,108102006,108,Web,false,syllabus/syllabus.php?subjectId=108102006,
Advanced Power Electronics,,108,Web,true,,
An Introduction to Electronics Systems Packaging,108108031,108,Video,false,,/courses/108108031/
Analog ICs,108106068,108,Video,false,,video.php?subjectId=108106068
Basic Electrical Technology,New_index1.html,108,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Basic Electrical Technology/New_index1.html
Basic Electrical Technology,108108076,108,Video,false,,video.php?subjectId=108108076
Chaos  Fractals & Dynamic Systems,108105054,108,Video,false,,video.php?subjectId=108105054
Circuit Theory,108102042,108,Video,false,,video.php?subjectId=108102042
Computer Aided Power System Analysis,108105016,108,Video,false,syllabus/syllabus.php?subjectId=108105016,
Computer Aided Power System Analysis,108107028,108,Web,false,,/courses/108107028
Computer Control of Power Systems,108108032,108,Video,false,syllabus/syllabus.php?subjectId=108108032,
Control Engineering,108101037,108,Video,false,,/courses/108101037/
Control Engineering,108102043,108,Video,false,,video.php?subjectId=108102043
Control Engineering,index.htm,108,Web,false,,courses/Webcourse-contents/IIT-Delhi/Control system design n principles/index.htm
Digital Control System,108103008,108,Web,false,,/courses/108103008
Digital Integrated Circuits,108106069,108,Video,false,,video.php?subjectId=108106069
Digital Signal Processing,108105055,108,Video,false,,video.php?subjectId=108105055
Dynamics of Physical Systems,108105056,108,Video,false,,video.php?subjectId=108105056
EHV Power Transmission Engineering,108108033,108,Web,false,syllabus/syllabus.php?subjectId=108108033,
Electrical Insulation in Power Apparatus & Systems,108104012,108,Video,false,syllabus/syllabus.php?subjectId=108104012,
Electrical Insulation in Power Apparatus and Systems,108106021,108,Web,false,syllabus/syllabus.php?subjectId=108106021,
Electrical Machines -I,108105017,108,Video,false,,/courses/108105017/
Electrical Machines -II,108105018,108,Video,false,syllabus/syllabus.php?subjectId=108105018,
Electrical Machines I,index.php,108,Web,false,,courses/IIT-MADRAS/Electrical_Machines_I/index.php
Electrical Machines II,index.php,108,Web,false,,courses/IIT-MADRAS/Electrical_Machines_II/index.php
Electromagnetic Fields,108106073,108,Video,false,,video.php?subjectId=108106073
Embedded Systems,108102045,108,Video,false,,video.php?subjectId=108102045
Embedded Systems,New_index1.html,108,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Embedded systems/New_index1.html
Energy Management Systems and SCADA,108106022,108,Web,false,syllabus/syllabus.php?subjectId=108106022,
Energy Resources & Technology,108105058,108,Video,false,,video.php?subjectId=108105058
Estimation of Signals and Systems,108105059,108,Video,false,,video.php?subjectId=108105059
High Voltage DC Transmission,108104013,108,Video,false,,/courses/108104013/
High Voltage Engineering,About-Faculty.html,108,Web,false,,courses/Webcourse-contents/IIT-KANPUR/HighVoltageEngg/ui/About-Faculty.html
Illumination Engineering,108105060,108,Video,false,,video.php?subjectId=108105060
Illumination Engineering,New_index1.html,108,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Illumination Engg/New_index1.html
Industrial Automation and Control,108105062,108,Video,false,,video.php?subjectId=108105062
Industrial Automation and Control,New_index1.html,108,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Industrial Automation control/New_index1.html
Industrial Drives,index.htm,108,Web,false,,courses/Webcourse-contents/IIT-Delhi/Industrial Drives/index.htm
Industrial Drives - Power Electronics,108108077,108,Video,false,,video.php?subjectId=108108077
Industrial Instrumentation,108105064,108,Video,false,,video.php?subjectId=108105064
Industrial Instrumentation,index.php,108,Web,false,,courses/IIT-MADRAS/Industrial_Instrumentation/index.php
Intelligent Systems and Control,108104049,108,Video,false,,video.php?subjectId=108104049
Introduction to Hybrid and Electric Vehicles,108103009,108,Web,false,,/courses/108103009
Microprocessor,,108,Web,true,,
Modeling and Analysis of Electric Machines,108101001,108,Web,false,syllabus/syllabus.php?subjectId=108101001,
Modelling and Analysis of Electric Machines,108106023,108,Video,false,syllabus/syllabus.php?subjectId=108106023,
Networks and Systems,108106075,108,Video,false,,video.php?subjectId=108106075
Networks Signals and Systems,108105065,108,Video,false,,video.php?subjectId=108105065
Non-Conventional Energy Systems,New_index1.html,108,Web,false,,courses/Webcourse-contents/IISc-BANG/Non-Conventional Energy Systems/New_index1.html
Nonlinear Control System,108106024,108,Web,false,,/courses/108106024
Nonlinear Dynamical Systems,108101002,108,Video,false,syllabus/syllabus.php?subjectId=108101002,
Numerical Analysis,New_index1.html,108,Web,false,,courses/Webcourse-contents/IISc-BANG/Numerical Analysis/New_index1.html
Optimal Control,108105019,108,Video,false,,/courses/108105019/
Power Electronic Applications in Power Systems,108104014,108,Web,false,syllabus/syllabus.php?subjectId=108104014,
Power Electronics,108101038,108,Video,false,,/courses/108101038/
Power Electronics,New_index1.html,108,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Power Electronics/New_index1.html
Power Electronics and Distributed Generation,108108034,108,Video,false,syllabus/syllabus.php?subjectId=108108034,
Power Electronics Applications to Power Systems,108101003,108,Video,false,syllabus/syllabus.php?subjectId=108101003,
Power Quality in Power Distribution Systems,108106025,108,Web,false,,/courses/108106025
Power System Analysis,108105067,108,Video,false,,video.php?subjectId=108105067
Power System Dynamics,108102080,108,Video,false,,video.php?subjectId=108102080
Power System Dynamics and Control,108101004,108,Video,false,,/courses/108101004/
Power System Generation  Transmission and Distribution (Encapsulated from earlier Video),108102047,108,Video,false,,video.php?subjectId=108102047
Power System Protection,Course%20Objective.html'),108,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Electrical%20Engineering/Power%20System%20Protection/Course%20Objective.html')
Power System Stability and Control,108106026,108,Web,false,,/courses/108106026
Power Systems Analysis,About-Faculty.html,108,Web,false,,courses/Webcourse-contents/IIT-KANPUR/power-system/ui/About-Faculty.html
Power Systems Operation and Control,Course%20Objective.html'),108,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Electrical%20Engineering/Power%20System%20Operation%20and%20Control/Course%20Objective.html')
Power Systems Operation and Control,108104052,108,Video,false,,video.php?subjectId=108104052
Process Monitoring and Fault Diagnosis,108105020,108,Video,false,syllabus/syllabus.php?subjectId=108105020,
Pulse width Modulation for Power Electronic Converters,108108035,108,Video,false,syllabus/syllabus.php?subjectId=108108035,
Restructured Power Systems,108101005,108,Web,false,,/courses/108101005
Switched Mode Power Conversion,108104015,108,Web,false,syllabus/syllabus.php?subjectId=108104015,
Switched Mode Power Conversion,108108036,108,Video,false,,/courses/108108036/
Aspects of Western Philosophy,109106051,109,Web,false,syllabus/syllabus.php?subjectId=109106051,
Aspects of Western Philosophy,109106052,109,Video,false,syllabus/syllabus.php?subjectId=109106052,
Basic Psychological Processes,109104027,109,Video,false,syllabus/syllabus.php?subjectId=109104027,
Basic Psychological Processes,109104028,109,Web,false,syllabus/syllabus.php?subjectId=109104028,
Better Spoken English,109106067,109,Video,false,,/courses/109106067/
Biological Bases of Behavior,109104029,109,Web,false,,/courses/109104029
Communication Skills,109104030,109,Web,false,syllabus/syllabus.php?subjectId=109104030,
Communication Skills,109104031,109,Video,false,syllabus/syllabus.php?subjectId=109104031,
Consumer Psychology,109101001,109,Video,false,syllabus/syllabus.php?subjectId=109101001,
Contemporary Indian Philosophy,109101002,109,Web,false,syllabus/syllabus.php?subjectId=109101002,
Contemporary Issues in Philosophy of Mind & Cognition,109101003,109,Web,false,,/courses/109101003
Contemporary Issues in Philosophy of Mind & Cognition,109101004,109,Video,false,,/courses/109101004/
Contemporary Literature,109106053,109,Video,false,,/courses/109106053/
Contemporary Literature,109106054,109,Web,false,,/courses/109106054
Contemporary Philosophy,109106056,109,Web,false,syllabus/syllabus.php?subjectId=109106056,
Cultural Studies,109103018,109,Web,false,,/courses/109103018
Cultural Studies,109103019,109,Video,false,,/courses/109103019/
Development  Technology and Global Order,109101006,109,Web,false,syllabus/syllabus.php?subjectId=109101006,
Development  Technology and Global Order,,109,Video,true,,
English Language and Literature,109103020,109,Video,false,syllabus/syllabus.php?subjectId=109103020,
Ethics,109104032,109,Video,false,syllabus/syllabus.php?subjectId=109104032,
Ethics,109104033,109,Web,false,syllabus/syllabus.php?subjectId=109104033,
Exploring Human Values: Visions of  Happiness and Perfect Society,109104068,109,Web,false,,/courses/109104068
Game Theory and Economics,109103021,109,Video,false,,/courses/109103021/
Game Theory for Economists,109104034,109,Web,false,syllabus/syllabus.php?subjectId=109104034,
Health Psychology,109101007,109,Web,false,syllabus/syllabus.php?subjectId=109101007,
History and Philosophy of Science and Technology,109101008,109,Web,false,syllabus/syllabus.php?subjectId=109101008,
History and Philosophy of Science and Technology,109101009,109,Video,false,syllabus/syllabus.php?subjectId=109101009,
History of Economic Theory,109106058,109,Video,false,,/courses/109106058/
History of modern economic thought,109104072,109,Web,false,syllabus/syllabus.php?subjectId=109104072,
Indian Philosophy,109106059,109,Video,false,,/courses/109106059/
Indian Society - Issues and Problems,109103022,109,Web,false,,/courses/109103022
International Economics,109104035,109,Video,false,,/courses/109104035/
Introduction to Film Studies,,109,Web,true,,
Introduction to Film Studies,109106079,109,Video,false,,/courses/109106079/
Introduction to Political Theory,109106061,109,Video,false,syllabus/syllabus.php?subjectId=109106061,
Introduction to Political Theory,109106062,109,Web,false,syllabus/syllabus.php?subjectId=109106062,
Introduction to Sociology,109103023,109,Web,false,,/courses/109103023
Introduction to Sociology,,109,video,true,,
Macro Economics,,109,video,true,,
Macroeconomics,109101010,109,Web,false,syllabus/syllabus.php?subjectId=109101010,
Macroeconomics,109101011,109,Video,false,syllabus/syllabus.php?subjectId=109101011,
Micro Economics,109104041,109,Video,false,syllabus/syllabus.php?subjectId=109104041,
Micro Economics,109104042,109,Web,false,syllabus/syllabus.php?subjectId=109104042,
Money & Banking,,109,Video,true,,
Philosophy of Language,109106063,109,Web,false,,/courses/109106063
Population and Society,109104044,109,Web,false,,/courses/109104044
Population and Society,109104045,109,Video,false,,/courses/109104045/
Professional Communication: An Introduction,109106065,109,Web,false,syllabus/syllabus.php?subjectId=109106065,
Psycholinguistics,109101012,109,Web,false,syllabus/syllabus.php?subjectId=109101012,
Psychology of adjustment,109104070,109,Web,false,,/courses/109104070
Public Economics,109104071,109,Web,false,syllabus/syllabus.php?subjectId=109104071,
Reading Poetry,109106075,109,Web,false,syllabus/syllabus.php?subjectId=109106075,
Research Method in Psychology,109101013,109,Video,false,syllabus/syllabus.php?subjectId=109101013,
Research Method in Psychology,109101014,109,Web,false,syllabus/syllabus.php?subjectId=109101014,
Rural and Urban Sociology,109104047,109,Web,false,,/courses/109104047
Science  Technology and Society,109103024,109,Web,false,,/courses/109103024
Social Cogitation,,109,Video,true,,
Social Cognition,109101015,109,Web,false,syllabus/syllabus.php?subjectId=109101015,
Social Cognition,109101016,109,Video,false,syllabus/syllabus.php?subjectId=109101016,
Technical English,109106066,109,Web,false,,/courses/109106066
Translation Studies and Theory,109104050,109,Web,false,,/courses/109104050
Understanding Creativity and Creative Writing,109101017,109,Video,false,syllabus/syllabus.php?subjectId=109101017,
Advanced Design of Experiments for Engineers and Managers,110104020,110,Web,false,syllabus/syllabus.php?subjectId=110104020,
Bank Management,110106040,110,Web,false,,/courses/110106040
Business Analysis for Engineers,110106050,110,Web,false,syllabus/syllabus.php?subjectId=110106050,
Commercial Banking Credit Risk Modeling & Management,110104048,110,Web,false,syllabus/syllabus.php?subjectId=110104048,
Computer Aided Decision Support Systems (CADSS),110104021,110,Web,false,syllabus/syllabus.php?subjectId=110104021,
Consumer Behaviour,110105029,110,Web,false,,/courses/110105029
Consumer Behaviour,110105054,110,Video,false,syllabus/syllabus.php?subjectId=110105054,
Corporate Finance,110104022,110,Web,false,syllabus/syllabus.php?subjectId=110104022,
Econometric Modelling,110105030,110,Video,false,,/courses/110105030/
Econometric Modelling,110105053,110,Web,false,,/courses/110105053
Entrepreneurial Finance,110104049,110,Web,false,syllabus/syllabus.php?subjectId=110104049,
Financial Markets and Institutions,110106042,110,Web,false,syllabus/syllabus.php?subjectId=110106042,
Infrastructure Finance,110106043,110,Video,false,syllabus/syllabus.php?subjectId=110106043,
International Business Communication,,110,Web,true,,
International Business Communication,,110,Video,true,,
International Finance,110105031,110,Web,false,,/courses/110105031
Introduction to Marketing,110101001,110,Video,false,syllabus/syllabus.php?subjectId=110101001,
Introduction to Marketing,110101002,110,Web,false,syllabus/syllabus.php?subjectId=110101002,
Introduction to Stochastic Processes and its Applications,110104024,110,Web,false,syllabus/syllabus.php?subjectId=110104024,
Management Decision Analysis,110104026,110,Web,false,syllabus/syllabus.php?subjectId=110104026,
Managerial Accounting,110101003,110,Video,false,syllabus/syllabus.php?subjectId=110101003,
Managerial Accounting,110101004,110,Web,false,syllabus/syllabus.php?subjectId=110101004,
Managerial Economics,110101005,110,Video,false,syllabus/syllabus.php?subjectId=110101005,
Manufacturing Systems Management,110106044,110,Video,false,,/courses/110106044/
Marketing Management,110102012,110,Video,false,syllabus/syllabus.php?subjectId=110102012,
Marketing Management,110102013,110,Web,false,syllabus/syllabus.php?subjectId=110102013,
New Business Models in Knowledge Economy,110101006,110,Web,false,syllabus/syllabus.php?subjectId=110101006,
New Business Models in Knowledge Economy,110101007,110,Video,false,syllabus/syllabus.php?subjectId=110101007,
Operations and Supply Chain Management,110106045,110,Video,false,,/courses/110106045/
Operations Management,110102015,110,Video,false,syllabus/syllabus.php?subjectId=110102015,
Options & Futures,110104028,110,Web,false,syllabus/syllabus.php?subjectId=110104028,
Organisation Management,110102016,110,Video,false,,/courses/110102016/
Organizational Behaviour,110105033,110,Video,false,syllabus/syllabus.php?subjectId=110105033,
Organizational Behaviour,110105034,110,Web,false,,/courses/110105034
Project Management,110101008,110,Web,false,syllabus/syllabus.php?subjectId=110101008,
Project Management,110101009,110,Video,false,syllabus/syllabus.php?subjectId=110101009,
Quality Management,110101010,110,Web,false,syllabus/syllabus.php?subjectId=110101010,
Quantitative Methods For Management,110102018,110,Video,false,syllabus/syllabus.php?subjectId=110102018,
Security Analysis and Portfolio Management,110105035,110,Video,false,,/courses/110105035/
Security Analysis and Portfolio Management,110105036,110,Web,false,syllabus/syllabus.php?subjectId=110105036,
Services Marketing,110105037,110,Video,false,syllabus/syllabus.php?subjectId=110105037,
Services Marketing,110105038,110,Web,false,,/courses/110105038
Services Operations Management,110106046,110,Web,false,,/courses/110106046
Six Sigma,110105039,110,Video,false,,/courses/110105039/
Strategic Management,110108047,110,Video,false,,/courses/110108047/
Strategic Marketing - Contemporary Issues,110104055,110,Video,false,syllabus/syllabus.php?subjectId=110104055,
Supply Chain Management,110108056,110,Video,false,syllabus/syllabus.php?subjectId=110108056,
A Basic Course in Real Analysis,111105069,111,Video,false,syllabus/syllabus.php?subjectId=111105069,
Abstract Algebra,111102008,111,Web,false,syllabus/syllabus.php?subjectId=111102008,
Advanced Abstract Algebra,111102009,111,Web,false,,/courses/111102009
Advanced Engineering Mathematics,111105035,111,Video,false,,/courses/111105035/
Advanced Matrix Theory and Linear Algebra for Engineers,111108066,111,Video,false,,/courses/111108066/
Algebra II,111101001,111,Web,false,,/courses/111101001
Algebraic Curves and Riemann Surfaces,111106044,111,Video,false,syllabus/syllabus.php?subjectId=111106044,
Algebraic Topology,111101002,111,Web,false,,/courses/111101002
Analysis of variance and design of experiment-I,111104075,111,Web,false,syllabus/syllabus.php?subjectId=111104075,
Analysis of variance and design of experiment-II,111104078,111,Web,false,syllabus/syllabus.php?subjectId=111104078,
Applied Multivariate Analysis,111104024,111,Video,false,,/courses/111104024/
Calculus of Variation and Integral Equations,111107055,111,Video,false,syllabus/syllabus.php?subjectId=111107055,
Calculus of Variations and Integral Equations,111104025,111,Video,false,,/courses/111104025/
Complex Analysis,111103070,111,Video,false,,/courses/111103070/
Complex Analysis,111107056,111,Web,false,syllabus/syllabus.php?subjectId=111107056,
Computational Partial Differential Equations and Simulation,111106045,111,Video,false,syllabus/syllabus.php?subjectId=111106045,
Computational Topology,111106067,111,Web,false,syllabus/syllabus.php?subjectId=111106067,
Convex Optimization,111104068,111,Video,false,,/courses/111104068/
Cryptography,111102010,111,Web,false,syllabus/syllabus.php?subjectId=111102010,
Differential Geometry,111107057,111,Web,false,syllabus/syllabus.php?subjectId=111107057,
Discrete Mathematics,111104026,111,Web,false,,/courses/111104026
Discrete Mathematics,111107058,111,Video,false,syllabus/syllabus.php?subjectId=111107058,
Econometric Theory,111104072,111,Web,false,syllabus/syllabus.php?subjectId=111104072,
Elementary Numerical Analysis,111101003,111,Video,false,,/courses/111101003/
Finite Element Method,111107059,111,Web,false,syllabus/syllabus.php?subjectId=111107059,
Formal Languages and Automata Theory,111103016,111,Video,false,syllabus/syllabus.php?subjectId=111103016,
Foundations of Optimization,111104077,111,Video,false,syllabus/syllabus.php?subjectId=111104077,
Fourier Analysis,111106046,111,Web,false,,/courses/111106046
Functional Analysis,111105037,111,Video,false,,/courses/111105037/
Functional Analysis,111106047,111,Web,false,,/courses/111106047
Fuzzy Sets and their Applications,111106048,111,Web,false,syllabus/syllabus.php?subjectId=111106048,
Fuzzy Sets and their Applications,111106049,111,Video,false,syllabus/syllabus.php?subjectId=111106049,
Graph Theory,111106050,111,Web,false,,/courses/111106050
Graph Theory,111107060,111,Web,false,syllabus/syllabus.php?subjectId=111107060,
Introduction to Number Theory and Cryptography,111103017,111,Video,false,syllabus/syllabus.php?subjectId=111103017,
Introduction to Probability,,111,Video,true,,
Introduction to Probability Theory,111101004,111,Web,false,,/courses/111101004
Linear Algebra,111102011,111,Web,false,syllabus/syllabus.php?subjectId=111102011,
Linear Algebra,111106051,111,Video,false,syllabus/syllabus.php?subjectId=111106051,
Linear programming and Extensions,111104027,111,Video,false,,/courses/111104027/
Linear Programming Problems,111102012,111,Web,false,syllabus/syllabus.php?subjectId=111102012,
Linear Regression Analysis,111104074,111,Web,false,syllabus/syllabus.php?subjectId=111104074,
Mathematical Finance,111103018,111,Web,false,syllabus/syllabus.php?subjectId=111103018,
Mathematical Logic,111104028,111,Web,false,syllabus/syllabus.php?subjectId=111104028,
Mathematical Logic,111106052,111,Video,false,,/courses/111106052/
Mathematics in India - From Vedic Period to Modern Times ,111101080,111,Video,false,syllabus/syllabus.php?subjectId=111101080,
Matrix Computations,111103019,111,Web,false,syllabus/syllabus.php?subjectId=111103019,
Measure and Integration,111101005,111,Video,false,,/courses/111101005/
